topic_title_sim	nb_fakewords	ponctuation	partage	label	id	sim_tfidf	sim_texte_tittre	label1	proba1	label2	proba2	label3	proba3	source
0.347874014809	14	False	0	fakeNews	2764	5	0.34010960500446624	trusted	0.353247	fakeNews	0.626922	satire	0.0198615	en
0.631257788068	8	False	0	fakeNews	1182	0	0.2869756747313385	trusted	0.34067	fakeNews	0.636732	satire	0.0226277	en
0.663047969912	1	False	0	trusted	2334	2	0.397558344897599	trusted	0.592263	fakeNews	0.394124	satire	0.0136429	en
0.513303270074	3	False	0	trusted	2018	49	0.38065054264501874	trusted	0.54301	fakeNews	0.439394	satire	0.0176259	en
0.775831232401	2	False	0	trusted	1265	296	0.409714907554197	trusted	0.927819	fakeNews	0.0649822	satire	0.00722866	en
0.722549968436	0	False	0	trusted	3350	33	0.31760318817778277	trusted	0.771032	fakeNews	0.220356	satire	0.00864205	en
0.121693947914	18	True	0	fakeNews	676	0	nan	trusted	0.0811513	fakeNews	0.903869	satire	0.0150101	en
0.663304491672	0	False	0	trusted	2861	10	0.3865523589110189	trusted	0.940764	fakeNews	0.0533947	satire	0.00587111	en
0.109481557641	49	False	0	fakeNews	2149	3	0.33209079933301916	trusted	0.211636	fakeNews	0.770773	satire	0.0176201	en
0.360885457156	16	False	0	fakeNews	5284	5	0.3012938985672382	trusted	0.17485	fakeNews	0.81003	satire	0.0151505	en
0.722954740077	0	False	0	trusted	61	1	0.40130556234883513	trusted	0.932232	fakeNews	0.0616159	satire	0.00618183	en
0.659557927559	1	False	0	trusted	5090	105	0.3470741310080867	trusted	0.945023	fakeNews	0.0465125	satire	0.00849488	en
0.458852830117	20	False	0	fakeNews	3287	20	0.37751371879544204	trusted	0.374017	fakeNews	0.605643	satire	0.0203696	en
0.733409401075	1	False	0	trusted	2315	2	0.40866778055231096	trusted	0.893631	fakeNews	0.100063	satire	0.00633544	en
0.324152291487	19	False	0	fakeNews	4796	2	0.3059406853202412	trusted	0.369501	fakeNews	0.612155	satire	0.0183745	en
0.545367774466	100	False	0	fakeNews	456	3	0.34894893284835293	trusted	0.19591	fakeNews	0.790763	satire	0.013357	en
0.298767393081	5	False	0	fakeNews	894	42	0.29169507337194156	trusted	0.088224	fakeNews	0.901332	satire	0.0104738	en
0.539518146084	41	True	0	fakeNews	347	167	0.28071990579267514	trusted	0.277141	fakeNews	0.704233	satire	0.0186556	en
0.793832822352	6	False	0	trusted	466	0	0.3451305051993898	trusted	0.459625	fakeNews	0.525002	satire	0.0154033	en
0.743914790462	4	False	0	trusted	4328	3	0.4191940952361101	trusted	0.0831854	fakeNews	0.898128	satire	0.0187166	en
0.364868305052	3	False	0	trusted	5059	0	0.2489022821369677	trusted	0.577061	fakeNews	0.408556	satire	0.0144129	en
0.609745759829	1	False	0	fakeNews	3185	108	0.3716813860464571	trusted	0.932518	fakeNews	0.0614278	satire	0.00608422	en
0.631393613311	1	False	0	fakeNews	1979	3	0.3102440949426006	trusted	0.683417	fakeNews	0.307007	satire	0.00960626	en
0.513775574605	0	False	0	trusted	1796	0	0.373185097283032	trusted	0.946177	fakeNews	0.0448368	satire	0.00901614	en
0.606100504344	36	False	0	fakeNews	4318	89	0.36115229050796127	trusted	0.191197	fakeNews	0.795594	satire	0.0132385	en
0.558788276032	15	False	0	fakeNews	3281	30	0.29377191418241094	trusted	0.163034	fakeNews	0.821004	satire	0.0159914	en
0.737262031564	1	False	0	trusted	4731	27	0.41364027679232457	trusted	0.527902	fakeNews	0.461733	satire	0.0103951	en
0.650186613418	1	False	0	trusted	6018	0	0.33929365988032534	trusted	0.870746	fakeNews	0.122974	satire	0.00630925	en
0.523225687965	1	False	0	trusted	323	16	0.2109518756985033	trusted	0.669552	fakeNews	0.32063	satire	0.00984834	en
0.611351810595	2	False	0	fakeNews	3017	0	0.2745615645073579	trusted	0.477901	fakeNews	0.498003	satire	0.0241264	en
0.653639253433	8	False	0	trusted	4935	0	0.2669672416748257	trusted	0.390458	fakeNews	0.59435	satire	0.0152221	en
0.316184192494	32	False	0	fakeNews	1423	5	0.27506219807088994	trusted	0.615351	fakeNews	0.374823	satire	0.00985578	en
0.461742545956	2	False	0	fakeNews	1672	1	0.30340888295807655	trusted	0.402057	fakeNews	0.576775	satire	0.0211977	en
